Permit Number,Owner Name,Operating Name,Street,City,State,Zip,Zip4,County,Latitude,Longitude
CA-W-16472,"DONE FLYN, INC.",WATER2WINE CALIFORNIA,1295 SHAW  AVE,CLOVIS,CA,93611,0000,FRESNO,36.8086887,-119.6910157
CA-W-16474,"HANNAH NICOLE VINEYARDS, INC.",HANNAH NICOLE VINEYARDS,6700 BALFOUR RD,BRENTWOOD,CA,94513,0000,CONTRA COSTA,37.92367,-121.657287
CA-W-16475,WRECKLESS BLENDERS LLC,WRECKLESS BLENDERS,6365 PALM DR,CARMICHAEL,CA,95608,4569,SACRAMENTO,38.618194,-121.317287
CA-W-16476,"ARKENSTONE VINEYARDS, LLC",ARKENSTONE VINEYARDS,335 WEST  LN,ANGWIN,CA,94508,9606,NAPA,38.560039,-122.465341
CA-W-16477,DAVID DANIEL BROCKMAN,CRISTALDI VINEYARDS,4060 RIDGE DR,LOOMIS,CA,95650,0000,PLACER,38.809018,-121.151998
CA-W-16478,"CREW WINE COMPANY, LLC",CREW WINE COMPANY,12300 COUNTY ROAD 92B AVE,ZAMORA,CA,95698,0000,YOLO,38.7992,-121.9205
CA-W-16479,VERISMO WINE LLC,VERISMO WINES,1451 GROVE ST,HEALDSBURG,CA,95448,0000,SONOMA,38.630833,-122.877147
CA-W-16480,"THE RANGER, LLC",,5414 VINEYARD  DR,PASO ROBLES,CA,93446,9684,SAN LUIS OBISPO,35.577665,-120.791984
CA-W-16481,"MY WINES DIRECT, INC.",MY WINES DIRECT,1894 SIX MILE  RD,MURPHYS,CA,95222,9543,CALAVERAS,38.120867,-120.467255
CA-W-16482,"IMAGINE WINE, LLC",IMAGINE WINE,35 & 70 INDUSTRIAL WAY,BUELLTON,CA,93427,0000,SANTA BARBARA,34.609829,-120.202025
CA-W-16483,"DANCING CREEK WINERY, LLC",DANCING CREEK WINERY,4363 BRANCIFORTE DR,SANTA CRUZ,CA,95065,9619,SANTA CRUZ,37.0359078,-121.9849528
CA-W-16484,OC CUSTOM WINE INC,OC CUSTOM WINE,1211 N LAS BRISAS ST,ANAHEIM,CA,92806,1823,ORANGE,33.854022,-117.866779
CA-W-16485,"KELLY FAMILY WINES, INC.",PACIFIC RIDGE VINEYARDS,35 INDUSTRIAL  WAY,BUELLTON,CA,93427,9565,SANTA BARBARA,34.611606,-120.200944
CA-W-16486,"DONATELLI CELLARS, LLC",DONATELLI CELLARS,1220 VICTOR RD,LODI,CA,95240,0813,SAN JOAQUIN,38.1375917,-121.2530662
CA-W-16487,"PRITCHARD HILL VINEYARDS, LLC",VILLA DEL LAGO,1551 SAGE CANYON RD,SAINT HELENA,CA,94574,9628,NAPA,38.4919147,-122.3435006
CA-W-16488,"JACKSON FAMILY WINES, INC.",ATALON WINERY,3299 BENNETT LN,CALISTOGA,CA,94515,9725,NAPA,38.599483,-122.61041
CA-W-16489,"JACKSON FAMILY WINES, INC.",CARDINALE WINERY,7600 ST HELENA HWY,OAKVILLE,CA,94558,0000,NAPA,38.4269957,-122.3938924
CA-W-16490,"JACKSON FAMILY WINES, INC.",STONESTREET WINERY,7111 HIGHWAY 128,HEALDSBURG,CA,95448,8090,SONOMA,38.6104658,-122.8691609
CA-W-16491,"JACKSON FAMILY WINES, INC",VERITE WINERY,4611 THOMAS RD,HEALDSBURG,CA,95448,9662,SONOMA,38.6133789,-122.7678255
CA-W-16492,"JACKSON FAMILY WINES, INC.",MATANZAS CREEK WINERY,6097 BENNETT VALLEY RD,SANTA ROSA,CA,95404,8570,SONOMA,38.402116,-122.626906
CA-W-16493,"JACKSON FAMILY WINES, INC.",LA JOTA WINERY,1102 LAS POSADAS RD,ANGWIN,CA,94508,9607,NAPA,38.5537769,-122.417852
CA-W-16494,BENSON FERRY LLC,,22150 N KENNEFICK RD,ACAMPO,CA,95220,1111,SAN JOAQUIN,38.187195,-121.241505
CA-W-16495,HARRIS ESCHER VINEYARDS LLC,HARRIS ESCHER VINEYARDS,1155 MEE LN,RUTHERFORD,CA,94574,9792,NAPA,38.470067,-122.429219
CA-W-16496,DANIEL F. REEVES,REEVES RANCH VINEYARD,35 & 70 INDUSTRIAL WAY,BUELLTON,CA,93427,0000,SANTA BARBARA,34.609829,-120.202025
CA-W-16497,"PAHLAVAN FAMILY CELLARS, LLC",STARLITE VINEYARDS,2859 DRY CREEK RD,HEALDSBURG,CA,95448,8230,SONOMA,38.650524,-122.911949
CA-W-16498,"NAPA-SONOMA VINEYARD GROUP, INC.",NAPA-SONOMA VINEYARD GROLUP,21684 EIGHTH ST E,SONOMA,CA,95476,2815,SONOMA,38.259832,-122.436812
CA-W-16499,"FOGGY BRIDGE WINERY, LLC",,5565 TESLA RD,LIVERMORE,CA,94550,9149,ALAMEDA,37.666723,-121.746364
CA-W-16500,"PIERCE RANCH VINEYARDS, LLC",PIERCE RANCH VINEYARDS,3230 RIVERSIDE  AVE,PASO ROBLES,CA,93446,6000,SAN LUIS OBISPO,35.6478449,-120.689035
CA-W-16501,"MOLNAR FAMILY VINEYARDS, LLC",MOLNAR FAMILY VINEYARDS,1240 DUHIG RD,NAPA,CA,94559,9713,NAPA,38.255489,-122.351413
CA-W-16502,NAPA VALLEY COLLEGE VITICULTURE AND WINERY TECHNOLOGY FOUNDATION,,2277 NAPA VALLEJO HWY,NAPA,CA,94558,6236,NAPA,38.275872,-122.279785
CA-W-16503,"NICKEL & NICKEL VINEYARDS, LLC",ENROUTE WINERY,8757 GREEN VALLEY RD,SEBASTOPOL,CA,95472,2259,SONOMA,38.4458089,-122.8665427
CA-W-16504,FRANK Z. PATASSY,PATASSY VINEYARD,9280 OCCIDENTAL RD,SEBASTOPOL,CA,95472,6490,SONOMA,38.423367,-122.869619
CA-W-16505,"FERRARI-CARANO VINEYARDS AND WINERY, LLC",LAZY CREEK VINEYARDS,4741 HIGHWAY 128,PHILO,CA,95466,0000,MENDOCINO,39.1173837,-123.4607744
CA-W-16506,LET'S TOAST INC,VINTNER'S CELLAR CUSTOM WINERY,12401 FOLSOM BLVD,RANCHO CORDOVA,CA,95742,6416,SACRAMENTO,38.630078,-121.214997
CA-W-16507,"FREDERICK B. WILLIAMS, JAN S. WILLIAMS",,68200 NASH MILL RD,PHILO,CA,95466,0000,MENDOCINO,39.122393,-123.499419
CA-W-16508,"ONCE WINES, LLC",Once Wines,2350 WESTGATE RD,SANTA MARIA,CA,93455,1046,SANTA BARBARA,34.917509,-120.460244
CA-W-16509,"BENT METAL WINERY, INC.",,14364 MCCOURTNEY RD,GRASS VALLEY,CA,95949,0000,NEVADA,39.178216,-121.111029
CA-W-16510,"RAMSPUR WINERY, LLC",,3100 OLD SONOMA RD,NAPA,CA,94558,5405,NAPA,38.2882869,-122.316573
CA-W-16511,"WHARTON WINES, L.L.C.",Wharton Wines,4435 SOLANO AVE,NAPA,CA,94558,1674,NAPA,38.341979,-122.326581
CA-W-16512,"SALTONSTALL ESTATE COMPANY, LLC",SALTONSTALL ESTATE,2805 SPRING HILL RD,PETALUMA,CA,94952,9307,SONOMA,38.2261221,-122.7221791
CA-W-16513,"OBSIDIAN RIDGE WINE COMPANY, LLC",,849 ZINFANDEL LN,SAINT HELENA,CA,94574,1645,NAPA,38.48859,-122.439332
CA-W-16514,"GLENLYON WINERY, LLC",GLENLYON WINERY,2750 JOHN HILL RD,GLEN ELLEN,CA,95452,0000,SONOMA,38.3930999,-122.562167
CA-W-16515,AGU ENTERPRISES LLC,,3807 MONTICELLO RD,NAPA,CA,94558,9306,NAPA,38.376996,-122.203876
CA-W-16516,BROOKS AND DOHERTY LLC,,1715 N OAK  ST,CALISTOGA,CA,94515,1118,NAPA,38.5864339,-122.582701
CA-W-16517,"AMETHYST, LLC",,1075 BUCHLI STATION RD,NAPA,CA,94559,9716,NAPA,38.222761,-122.334307
CA-W-16518,"PICKETT ROAD WINE COMPANY, LLC",,5055 SOLANO  AVE,NAPA,CA,94558,1326,NAPA,38.354883,-122.334287
CA-W-16519,KAMAL YOUSSEFI AZARI AND PARICHEHER AZARI,AZARI WINERY,1399 SPRING HILL RD,PETALUMA,CA,94952,9695,SONOMA,38.216879,-122.684123
CA-W-16520,RANDOLPH MITCHELL PACE & KATHRYN ELIZABETH PACE,PASSAGES VINEYARD & WINERY,35 & 70 INDUSTRIAL WAY,BUELLTON,CA,93427,9565,SANTA BARBARA,34.609829,-120.202025
CA-W-16521,ALAN RICHARD PHILLIPS,KERR E. NATION WINE COMPANY,35 & 70 INDUSTRIAL WAY,BUELLTON,CA,93427,0000,SANTA BARBARA,34.609829,-120.202025
CA-W-16522,JEROME WARREN,J. PILAR WINERY,3113 CALLE ALLEJANDRO,JAMUL,CA,91935,3108,SAN DIEGO,32.709941,-116.877451
CA-W-16523,"RIVER BLUFF CELLARS, INC.",,3125 E ORANGE ST,ACAMPO,CA,95220,0000,SAN JOAQUIN,38.1753969,-121.280537
CA-W-16524,"VEZER FAMILY VINEYARDS, LLC",BLUE VICTORIAN VINEYARDS,5071  SUISUN VALLEY RD,FAIRFIELD,CA,94534,3121,SOLANO,38.294256,-122.122017
CA-W-16525,"JUDD FAMILY VINEYARDS, L.P., RCV ENTERPRISES, L.L.C., GP",JAMES JUDD VINEYARDS,2850 RANCHITA CANYON RD,SAN MIGUEL,CA,93451,9027,SAN LUIS OBISPO,35.726937,-120.60253
CA-W-16527,"POMAR JUNCTION CELLARS, LLC",POMAR JUNCTION VINEYARD,5036  S EL POMAR RD,TEMPLETON,CA,93465,8673,SAN LUIS OBISPO,35.550202,-120.614047
CA-W-16529,"HOLLYWOOD CLASSIC, LLC",HOLLYWOOD CLASSIC,270 KREUZER  LN,NAPA,CA,94559,3623,NAPA,38.284115,-122.22899
CA-W-16530,"LAWER FAMILY WINERY, INC.",,105 ZINFANDEL LN,SAINT HELENA,CA,94574,1631,NAPA,38.4920705,-122.4297229
CA-W-16531,"LENNOX VINEYARDS, LLC",LENNOX VINEYARDS,691 FERGUSON RD,SEBASTOPOL,CA,95472,9637,SONOMA,38.4042389,-122.865086
CA-W-16532,NILE B. ZACHERLE & WHITNEY B. FISHER,ZACHERLE,1501 CEDAR  ST,CALISTOGA,CA,94515,1611,NAPA,38.577837,-122.583286
CA-W-16533,SCOTT CHARLES DEL FAVA/LISA ANNE BERNABOVI,VINWORLD,3555 DRY CREEK RD,HEALDSBURG,CA,95448,9188,SONOMA,38.657282,-122.919945
CA-W-16534,"DARK HORSE WINES, LLC",DARK HORSE WINES,14100 MOUNTAIN HOUSE RD,HOPLAND,CA,95449,9782,MENDOCINO,38.961491,-123.119442
CA-W-16535,"EPONYMOUS WINERY, LLC",EPONYMOUS,7830-40 ST HELENA HWY,OAKVILLE,CA,94558,0000,NAPA,38.436109,-122.396589
CA-W-16536,"DEPARTURE WINE COMPANY, LLC",,35 INDUSTRIAL  WAY,BUELLTON,CA,93427,9565,SANTA BARBARA,34.611606,-120.200944
CA-W-16537,TEJADA VINEYARD COMPANY,,1160 B HOPPER AVE,SANTA ROSA,CA,95403,0000,SONOMA,38.47874,-122.74086
CA-W-16538,"VENGE VINEYARDS,  INC",VENGE VINEYARDS,5225 SOLANO AVE,NAPA,CA,94558,1019,NAPA,38.364541,-122.3383
CA-W-16539,"SAXUM VINEYARDS, INC.",,2810 WILLOW CREEK RD,PASO ROBLES,CA,93446,9696,SAN LUIS OBISPO,35.5779953,-120.7802244
CA-W-16540,RODENBORN ENTERPRISES LLC,TRYPHON VINEYARDS,15768 MOUNTAIN HOUSE RD,CAMPTONVILLE,CA,95922,0000,YUBA,39.455663,-121.03609
CA-W-16542,MJA VINEYARDS LLC,MJA VINEYARD,647 GREENFIELD RD,SAINT HELENA,CA,94574,9651,NAPA,38.508507,-122.391903
CA-W-16543,DUCKHORN WINE COMPANY,DUCKHORN VINEYARDS,1000 LODI LN,SAINT HELENA,CA,94574,9713,NAPA,38.528657,-122.490565
CA-W-16544,DUCKHORN WINE COMPANY,PARADUXX,7257  SILVERADO TRAIL,NAPA,CA,94558,9430,NAPA,38.4352189,-122.35176
CA-W-16545,DUCKHORN WINE COMPANY,GOLDENEYE,9200 HIGHWAY 128,PHILO,CA,95466,0000,MENDOCINO,39.1173837,-123.4607744
CA-W-16546,DUCKHORN WINE COMPANY,,3000 SUMMIT LAKE DR,ANGWIN,CA,94567,0000,NAPA,38.620058,-122.478463
CA-W-16548,"SAARLOOS ESTATE VINEYARDS, LLC",EL CAMINO REAL VINEYARDS,2643 INDUSTRIAL  PKWY,SANTA MARIA,CA,93455,1534,SANTA BARBARA,34.910988,-120.447801
CA-W-16549,"JK CELLARS, LLC",JK CELLARS,1160  HOPPER  AVE,SANTA ROSA,CA,95403,1651,SONOMA,38.47874,-122.74086
CA-W-16550,DAVID P AND BARBARA J HUECKSTEADT,HUX VINEYARDS,4064 SCOTTSDALE RD,LODI,CA,95240,6822,SAN JOAQUIN,38.0923605,-121.2628123
CA-W-16551,"BERTHOUD WINERY, INC.",BERTHOUD WINERY,1265 CRAIG AVE,SONOMA,CA,95476,4037,SONOMA,38.302704,-122.501756
CA-W-16553,SHIPPEY VINEYARDS LLC,Shippey Vineyards,498 MOORE  LN,HEALDSBURG,CA,95448,0000,SONOMA,38.613103,-122.875146
CA-W-16554,MISHAEL TANSKI,ALTA CALIFORNIA WINERY,5666 CHRISTINE DR,EUREKA,CA,95503,7720,HUMBOLDT,40.743066,-124.144181
CA-W-16555,"DAVID PAUL GAMBLE, SR.",MR SUDS THE PARTY STORE,2112A E THOMPSON BLVD,VENTURA,CA,93001,0000,VENTURA,34.2741963,-119.2696389
CA-W-16556,RAYMOND V. SMITH,INDIGENE CELLARS,18181 CACHAGUA RD,CARMEL VALLEY,CA,93924,9313,MONTEREY,36.4017733,-121.658321
CA-W-16557,DAVID SCOTT KEITH AND ROXANNE L. KEITH,SIERRA VIEW WINERY,15160 SIERRA VIEW LN,SUTTER CREEK,CA,95685,0000,AMADOR,38.427112,-120.730922
CA-W-16558,"JIM BALL VINEYARDS, INC.",,9201 HIGHWAY 128,PHILO,CA,95466,0000,MENDOCINO,39.1173837,-123.4607744
CA-W-16559,MARKETTA VINEYARDS AND WINERY LLC,,528 COOMBS ST,NAPA,CA,94559,3340,NAPA,38.294042,-122.284365
CA-W-16560,"LA FAMIGLIA BOLOGNA, INC.",LA FAMIGLIA BOLOGNA,1075  BUCHLI STATION  RD,NAPA,CA,94559,9716,NAPA,38.222761,-122.334307
CA-W-16561,"NETNEGOCIANT VENTURES, INC",NETNEGOCIANT WINES,4525 SLUSSER  RD,WINDSOR,CA,95492,7602,SONOMA,38.497299,-122.830002
CA-W-16562,PETER THIBODEAU,Thibodeau Vineyard,431 COYOTE RIDGE RD,APTOS,CA,95003,9771,SANTA CRUZ,37.000325,-121.876305
CA-W-16563,"NICOLL BROTHERS ENTERPRISES, LLC",LEVENPENCE CELLARS,751  PORCUPINE  LN,CARLOTTA,CA,95528,0000,HUMBOLDT,40.5339775,-124.0391835
CA-W-16564,"WHITE COTTAGE RANCH, LLC",WHITE COTTAGE RANCH,555 COLLEGE AVE,ANGWIN,CA,94508,9728,NAPA,38.584302,-122.45521
CA-W-16565,TUCK BECKSTOFFER WINES LLC,TUCK BECKSTOFFER WINES,7830-40 SAINT HELENA HWY,OAKVILLE,CA,94558,0000,NAPA,38.436109,-122.396589
CA-W-16566,FORTH DRY CREEK ESTATE LLC,FORTH VINEYARDS,1830 JAMESON RD,HEALDSBURG,CA,95448,0000,SONOMA,38.62778,-122.9146307
CA-W-16567,LEONESSE CELLARS LLC,TEMECULA VALLEY WINERY MANAGEMENT,27495 DIAZ RD,TEMECULA,CA,92590,3414,RIVERSIDE,33.510967,-117.165776
CA-W-16568,"JOEL GOTT WINES, LLC",JOEL GOTT WINES,105 ZINFANDEL LN,SAINT HELENA,CA,94574,1631,NAPA,38.4920705,-122.4297229
CA-W-16569,"ANSELMO VINEYARDS, LLC",ANSELMO VINEYARDS,28740 INWOOD RD,SHINGLETOWN,CA,96088,9688,SHASTA,40.5089,-121.9952231
CA-W-16570,BENOVIA WINERY LLC,BENOVIA WINERY,3339 HARTMAN LN,SANTA ROSA,CA,95401,3952,SONOMA,38.4713598,-122.7975518
CA-W-16571,"JETTLYNN WINERY, LLC",JETTLYNN WINERY,8585 CROSS CANYONS RD,SAN MIGUEL,CA,93451,9052,SAN LUIS OBISPO,35.756039,-120.680622
CA-W-16573,"CLIMBING MONKEY'S, LLC",CLIMBING MONKEY'S WINERY,4950  JOHN MUIR RD,MARTINEZ,CA,94553,4532,CONTRA COSTA,37.98452,-122.115264
CA-W-16574,"HOURGLASS WINE COMPANY, INC.",Hourglass Wine Company,817 LOMMEL RD,CALISTOGA,CA,94515,9649,NAPA,38.57786,-122.517284
CA-W-16576,"PARAMOUNT PANELS, INC.",,35 & 70 INDUSTRIAL WAY,BUELLTON,CA,93427,0000,SANTA BARBARA,34.609829,-120.202025
CA-W-16577,RENO G. FARINELLI AND JOSEF H. SHEBL,FIDDLETOWN CELLARS,19580 AMERICAN FLAT SIDE RD,FIDDLETOWN,CA,95689,0000,AMADOR,38.4934269,-120.756647
CA-W-16578,"MB VOGELZANG VINEYARDS, LLC",VOGELZANG VINEYARD,3292 OLD LAWLEY TOLL  RD,CALISTOGA,CA,94515,9744,NAPA,38.6211195,-122.5879773
CA-W-16580,"JK WINE COMPANY, INC",,35801 FOOTHILL RD,SOLEDAD,CA,93960,9533,MONTEREY,36.409207,-121.385207
CA-W-16583,"CARINA CELLARS, LLC",CARINA CELLARS,3525 ADELAIDA  RD,PASO ROBLES,CA,93446,9781,SAN LUIS OBISPO,35.655657,-120.765903
CA-W-16585,HILLCREST WINERY,HILLCREST TERRACE WINERY,429  INGALLS ST,SANTA CRUZ,CA,95060,5868,SANTA CRUZ,36.958198,-122.048673
CA-W-16586,BEDROCK WINE COMPANY L.L.C.,BEDROCK WINE COMPANY,21684 E 8TH STREET,SONOMA,CA,95476,0000,SONOMA,38.259832,-122.436812
CA-W-16587,"OAK CLIFF CELLARS, LLC",OAK CLIFF CELLARS,1471 FIRST ST,CALISTOGA,CA,94515,1410,NAPA,38.580259,-122.5797
CA-W-16588,SANTA ROSA JUNIOR COLLEGE SHONE FARM FOUNDATION,,7450 STEVE OLSON LN,FORESTVILLE,CA,95436,1111,SONOMA,38.4735237,-122.8902721
CA-W-16589,"LANGEVIN, LLC",L'ANGEVIN,3292 OLD LAWLEY TOLL  RD,CALISTOGA,CA,94515,9744,NAPA,38.6211195,-122.5879773
CA-W-16591,NILS VENGE,COUGAR'S LEAP WINERY,9300 SEIGLER SPRINGS RD,KELSEYVILLE,CA,95451,0000,LAKE,38.8948176,-122.7124621
CA-W-16592,AARON POTT AND CLAIRE POTT,POTT WINE,6126 SILVERADO TRL,NAPA,CA,94558,0000,NAPA,38.4160949,-122.336581
CA-W-16593,"SHARP'S HILL VINEYARDS, LLC",,6305 BUENA VISTA DR,PASO ROBLES,CA,93446,8565,SAN LUIS OBISPO,35.6737876,-120.6430709
CA-W-16594,"ROCK WALL WINE COMPANY, INC.",,2301 MONARCH ST,ALAMEDA,CA,94501,7509,ALAMEDA,37.7836044,-122.308774
CA-W-16595,"EASTSIDE CELLARS, LLC",,7450 ESTRELLA RD,SAN MIGUEL,CA,93451,9032,SAN LUIS OBISPO,35.7292058,-120.655619
CA-W-16596,MANZONI ESTATE VINEYARD LLC,MANZONI ESTATE VINEYARD,30981 RIVER RD,SOLEDAD,CA,93960,9691,MONTEREY,36.47584,-121.467723
CA-W-16597,RAINIER WINE LLC,RAINIER WINE,205 A JIM OSWALT WAY,AMERICAN CANYON,CA,94503,0000,NAPA,38.1945679,-122.277559
CA-W-16598,"RUBATO, INC.",VIHUELA WINERY,5115 BUENA VISTA DR,PASO ROBLES,CA,93446,8558,SAN LUIS OBISPO,35.6737924,-120.6571998
CA-W-16599,"CONWAY VINEYARDS, INC.",GALATEA,800 PHOENIX CANYON RD,ARROYO GRANDE,CA,93420,0000,SAN LUIS OBISPO,35.1847539,-120.4384373
CA-W-16600,"WAY OUT WINE COMPANY, LLC",WAY OUT WINE COMPANY,2995 PLEASANT RD,PASO ROBLES,CA,93451,9562,SAN LUIS OBISPO,35.726886,-120.626048
CA-W-16601,DAVID G. WHITE AND LOIS M. TAKAHASHI,ROSALYND WINERY,425  W GATEWAY RD,NAPA,CA,94558,0000,NAPA,38.2259143,-122.2661461
CA-W-16602,"MCEVOY OF MARIN, LLC",MCEVOY RANCH,5935 RED HILL  RD,PETALUMA,CA,94952,9437,SONOMA,38.169656,-122.673613
CA-W-16603,"BARLOW VINEYARDS, LLC",BARLOW VINEYARDS,1091 LARKMEAD LN,CALISTOGA,CA,94515,9675,NAPA,38.559106,-122.521703
CA-W-16604,GARY RICHARD BRANHAM,BRANHAM ESTATE WINES,1141 GRANT AVE,HEALDSBURG,CA,95448,9747,SONOMA,38.5990759,-122.834945
CA-W-16605,DENNIS VAN WESTERHUYZEN AND NICOLE CAVIER,ALMOND HILL VINEYARD,3230 RIVERSIDE  AVE,PASO ROBLES,CA,93446,6000,SAN LUIS OBISPO,35.6478449,-120.689035
CA-W-16606,"1-800-WINESHOP.COM, INC.",1-800-WINESHOP,1010 INDUSTRIAL WAY,KING CITY,CA,93930,2506,MONTEREY,36.2358658,-121.1062014
CA-W-16607,"1-800-WINESHOP.COM, INC.",1-800-WINESHOP,1 KIRKLAND RANCH RD,NAPA,CA,94558,0000,NAPA,38.2215189,-122.2301344
CA-W-16608,"ARTISTE MANAGEMENT COMPANY, LLC",,2643 INDUSTRIAL  PKWY,SANTA MARIA,CA,93455,0000,SANTA BARBARA,34.910988,-120.447801
CA-W-16609,BRASSET CELLARS LLC,BRASSET CELLARS,36050 HWY 128,CLOVERDALE,CA,94515,9416,SONOMA,38.596066,-122.623427
CA-W-16611,RODNEY & CYNTHIA MONIZ,MONIZ FAMILY WINES,3750 E WOODBRIDGE RD,WOODBRIDGE,CA,95258,0000,SAN JOAQUIN,38.1601271,-121.3000464
CA-W-16612,"PAX MAHLE WINES, LLC",WIND GAP WINES,6450 1ST  ST,FORESTVILLE,CA,95436,9424,SONOMA,38.472521,-122.892337
CA-W-16613,CRAIG & SUSAN HANDLY,TERROIR NAPA VALLEY WINES,105 ZINFANDEL  LN,SAINT HELENA,CA,94574,1631,NAPA,38.4920705,-122.4297229
CA-W-16614,"LA BONNE VIE CELLARS, LLC",LA BONNE VIE CELLARS,29181 S LEHMAN RD,TRACY,CA,95376,9160,SAN JOAQUIN,37.689314,-121.372655
CA-W-16616,BRASSET CELLARS LLC,BRASSET CELLARS,428 HUDSON ST,HEALDSBURG,CA,95448,4416,SONOMA,38.6077749,-122.8665965
CA-W-16617,"Bewley-Motluk Family Limited Partnership, Ross Stuart Bewley, General Partner",Bewley-Motluk Family,2000 BAUER RD,LAYTONVILLE,CA,95454,0000,MENDOCINO,39.694203,-123.516022
CA-W-16618,"D'ALFONSO-CURRAN WINE GROUP, LLC",D'ALFONSO CURRAN WINE GROUP,4457 SANTA ROSA RD,LOMPOC,CA,93436,9516,SANTA BARBARA,34.6195302,-120.3950842
CA-W-16619,"WINE HORIZONS, LLC",WINE HORIZONS,3230 RIVERSIDE  AVE,PASO ROBLES,CA,93446,6000,SAN LUIS OBISPO,35.6478449,-120.689035
CA-W-16620,PHILLIP RICHARD MARCUCCI JR AND CHERI LEE MARCUCCI,MARCUCCI FARMS,14100 MOUNTAIN HOUSE RD,HOPLAND,CA,95449,9782,MENDOCINO,38.961491,-123.119442
CA-W-16621,ANTINORI CALIFORNIA,,3700 SODA CANYON RD,NAPA,CA,94558,9447,NAPA,38.417014,-122.285308
CA-W-16622,"CHAIM, LLC",COVENANT WINES,849 ZINFANDEL LN,SAINT HELENA,CA,94574,1645,NAPA,38.48859,-122.439332
CA-W-16623,SCHRAMSBERG VINEYARDS COMPANY,J. DAVIES VINEYARDS,1091 LARKMEAD LN,CALISTOGA,CA,94515,9675,NAPA,38.559106,-122.521703
CA-W-16624,"DESTINO WINE GROUP, LLC",DESTINO WINES,1075 BUCHLI STATION RD,NAPA,CA,94559,9716,NAPA,38.222761,-122.334307
CA-W-16625,"JAQK, INC.",JAQK CELLARS,110 CAMINO ORUGA,NAPA,CA,94558,6214,NAPA,38.229092,-122.255737
CA-W-16626,DAVID H. MEASE,MOON HILL VINEYARD,275 NICASIO VALLEY RD,NICASIO,CA,94946,0000,MARIN,38.026974,-122.669231
CA-W-16627,"COURAGEOUS, INC.",SERA FINA CELLARS,17000 LATROBE RD,PLYMOUTH,CA,95669,8604,AMADOR,38.458367,-120.913948
CA-W-16628,"WINE DOWN, LLC",WINE DOWN WINERY AND BISTRO,4505 CHINO HILLS  PKWY,CHINO HILLS,CA,91709,5851,SAN BERNARDINO,33.9826653,-117.7059268
CA-W-16629,GARY BRIAN BROOKMAN,BROOKMAN WINE CO.,7850 SILVERADO TRL,NAPA,CA,94558,0000,NAPA,38.4609824,-122.3697142
CA-W-16630,TONY RIGONI,ASIAGO VINEYARDS,17659 MONTEBELLO RD,CUPERTINO,CA,95014,5437,SANTA CLARA,37.3031999,-122.119793
CA-W-16631,"ROOT & SEED, LLC",BEE 9 WINE,1606 HARLEY ST,CALISTOGA,CA,94515,1326,NAPA,38.584099,-122.581959
CA-W-16633,CORAL MUSTANG WINES LLC,CORAL MUSTANG WINES,14100 MOUNTAIN HOUSE RD,HOPLAND,CA,95449,9782,MENDOCINO,38.961491,-123.119442
CA-W-16634,ANNE M. PALACIOS,BERGERON WINERY,380 PATRICKS POINT DR,TRINIDAD,CA,95570,0000,HUMBOLDT,41.066203,-124.143315
CA-W-16635,"CHAMISAL VINEYARDS, LLC",DOMAINE ALFRED,7525 ORCUTT RD,SAN LUIS OBISPO,CA,93420,8341,SAN LUIS OBISPO,35.200236,-120.571105
CA-W-16636,"SUNSET ARRANGERS, INC.",LION'S RUN WINERY,1721 PARTRICK RD,NAPA,CA,94558,0000,NAPA,38.313918,-122.373821
CA-W-16637,R-GOLDEN LAND CORP.,ROCKIN' R WINERY,8500 UNION RD,PASO ROBLES,CA,93446,7169,SAN LUIS OBISPO,35.649978,-120.54111
CA-W-16638,CORBETT VINEYARDS LLC,,2195 CORBETT CANYON RD,ARROYO GRANDE,CA,93420,4974,SAN LUIS OBISPO,35.187531,-120.585337
CA-W-16639,"GAMBLE FAMILY VINEYARDS, LLC",DAVIES & GAMBLE,4038 BIG RANCH ROAD,NAPA,CA,94558,1405,NAPA,38.3568481,-122.3091179
CA-W-16640,ALANTE VINEYARD LLC,ALANTE VINEYARD,5055 SOLANO AVE,NAPA,CA,94558,1326,NAPA,38.354883,-122.334287
CA-W-16641,"YERBA BUENA BEVERAGE, LLC",TREASURE ISLAND BRANDS,990 13TH ST,SAN FRANCISCO,CA,94130,1222,SAN FRANCISCO,37.828346,-122.3720572
CA-W-16642,"PEAR VALLEY VINEYARD, INC.",PEAR VALLEY,4900 UNION RD,PASO ROBLES,CA,93446,0000,SAN LUIS OBISPO,35.633819,-120.607393
CA-W-16643,"GANN FAMILY VINEYARDS, INC.",GANN FAMILY CELLARS,4545 THOMAS LAKE HARRIS DR,SANTA ROSA,CA,95403,0108,SONOMA,38.49305,-122.723701
CA-W-16644,"JOHN A. NEWMEYER, MARK OBERLE & JAMES T. FLESHER",HERON LAKE WINERY,4626 GREEN VALLEY RD,NAPA,CA,94559,4072,NAPA,38.267122,-122.201548
CA-W-16645,"ROSE WINE GROUP, LLC",5 Mile Bridge,45 N MAIN ST,TEMPLETON,CA,93465,0000,SAN LUIS OBISPO,35.556322,-120.699657
CA-W-16646,"REPERTOIRE WINES, LLC",PERCEPTION WINE COMPANY,1160  HOPPER  AVE,SANTA ROSA,CA,95403,1651,SONOMA,38.47874,-122.74086
